iter	RMSE
0	0.1526453984
1	0.1495705088
2	0.1467027899
3	0.1442998227
4	0.1416539459
5	0.1391709564
6	0.1365968773
7	0.1344262622
8	0.1322614467
9	0.1301533756
10	0.1280119947
11	0.126237305
12	0.1243012351
13	0.1226223895
14	0.1208802045
15	0.1190070316
16	0.1172694464
17	0.1156660227
18	0.1142484983
19	0.1128689711
20	0.1113824647
21	0.1098849547
22	0.108782385
23	0.1075303463
24	0.1064473578
25	0.1050930032
26	0.104011081
27	0.1027147454
28	0.1014461688
29	0.1006040299
30	0.0995916141
31	0.0984878937
32	0.09756321628
33	0.0965686069
34	0.09543701491
35	0.09445444236
36	0.09364780642
37	0.09283952606
38	0.09209309349
39	0.09135594475
40	0.09071819786
41	0.0900888749
42	0.08942117766
43	0.08885503454
44	0.0882759025
45	0.0876307998
46	0.08699380832
47	0.08648746056
48	0.08579580749
49	0.08517909615
50	0.08464055262
51	0.08413742751
52	0.08371550473
53	0.08317590938
54	0.08274122228
55	0.08210760965
56	0.08154158376
57	0.08102705021
58	0.08060912235
59	0.08010778564
60	0.07965194393
61	0.0792407138
62	0.0788650727
63	0.07861861976
64	0.07812270894
65	0.07782039741
66	0.07734710285
67	0.07685134013
68	0.07652807647
69	0.07607253305
70	0.07574251113
71	0.0754828109
72	0.07513448899
73	0.07479304129
74	0.07452624433
75	0.07423409303
76	0.07393760328
77	0.07373636354
78	0.07355622258
79	0.07332428725
80	0.07307442307
81	0.07285765605
82	0.07235999218
83	0.07215221493
84	0.07191195687
85	0.07173994488
86	0.07155310228
87	0.07135235414
88	0.0711636142
89	0.07099032719
90	0.07079295001
91	0.07064642915
92	0.07042261391
93	0.07031659998
94	0.0701379166
95	0.06998309679
96	0.06984202082
97	0.06971851205
98	0.06956671928
99	0.06932822293
100	0.06897882472
101	0.06876443457
102	0.06862075468
103	0.06847979558
104	0.06825864636
105	0.06814246514
106	0.06803199571
107	0.06796346903
108	0.06786638076
109	0.06763766522
110	0.06741472724
111	0.06725703184
112	0.06690564343
113	0.06670344616
114	0.06648905707
115	0.06639369731
116	0.06628248104
117	0.06610446616
118	0.0659745535
119	0.06583692715
120	0.0656418458
121	0.06537280242
122	0.06521562301
123	0.06504613206
124	0.06486411585
125	0.06468497321
126	0.06460641691
127	0.06452913908
128	0.06440941835
129	0.06417684248
130	0.06409027643
131	0.064043217
132	0.06389683072
133	0.06378699985
134	0.06370723184
135	0.06353927895
136	0.06326365307
137	0.06306427916
138	0.0629434394
139	0.06284157184
140	0.06256601831
141	0.06247311489
142	0.06227874316
143	0.06215953395
144	0.06198815979
145	0.06191093701
146	0.06177482115
147	0.06163646612
148	0.06153076769
149	0.06144813852
150	0.06127154567
151	0.06117815927
152	0.06105129142
153	0.06092859227
154	0.06082286586
155	0.06066392662
156	0.06057649146
157	0.06049626526
158	0.06029320496
159	0.06015883262
160	0.06008756901
161	0.0599768578
162	0.05980504533
163	0.0597424666
164	0.05968341256
165	0.05961200545
166	0.0594227268
167	0.05932302706
168	0.05916692234
169	0.05910726898
170	0.05895734351
171	0.05882023303
172	0.05862223568
173	0.05858724995
174	0.05843019713
175	0.05831302358
176	0.05825996151
177	0.05814402557
178	0.05797304115
179	0.05788922748
180	0.05772876757
181	0.0575709724
182	0.05746493584
183	0.0573959096
184	0.05729748227
185	0.05719329659
186	0.05710669638
187	0.05701472768
188	0.05684877825
189	0.0567761887
190	0.05672882739
191	0.05655613983
192	0.05644889688
193	0.05635774146
194	0.05622120252
195	0.05600746261
196	0.05591961936
197	0.05582896207
198	0.05580335342
199	0.05566654288
200	0.05558716603
201	0.05542576084
202	0.05534260814
203	0.05528799104
204	0.05519775227
205	0.05518279625
206	0.05504875508
207	0.05489756522
208	0.05486142921
209	0.0547945788
210	0.05473411326
211	0.05455814298
212	0.05444376595
213	0.05432210485
214	0.05426888818
215	0.05418917864
216	0.05404559929
217	0.05391767814
218	0.05388293026
219	0.05378949706
220	0.05375002538
221	0.05372518889
222	0.05355637123
223	0.0534614293
224	0.05337655604
225	0.05322396744
226	0.0530553769
227	0.05293964723
228	0.05288958415
229	0.0528679133
230	0.05279277339
231	0.05272363813
232	0.05269266807
233	0.05265033652
234	0.05249503505
235	0.05238830945
236	0.05228907347
237	0.05215170571
238	0.05202941203
239	0.05193540919
240	0.05188267908
241	0.05171264663
242	0.05161712105
243	0.05144882904
244	0.05142518227
245	0.05121201772
246	0.05109829496
247	0.05108098706
248	0.05103733158
249	0.05088372849
250	0.05083311617
251	0.0507540304
252	0.05071425638
253	0.05057634249
254	0.05049263279
255	0.05040679839
256	0.05039341806
257	0.05026458092
258	0.05012262334
259	0.05010280281
260	0.04993399256
261	0.04984133885
262	0.0497695171
263	0.04963915944
264	0.04956181117
265	0.04946070521
266	0.04937489263
267	0.04931388524
268	0.04928520914
269	0.04925938603
270	0.04916610826
271	0.04908286395
272	0.04904333888
273	0.04900755468
274	0.04897652092
275	0.04887320845
276	0.04873679961
277	0.04867439669
278	0.04863471433
279	0.04861865591
280	0.04842213099
281	0.04834316585
282	0.04832150833
283	0.04819778663
284	0.04811129696
285	0.04803211092
286	0.04796867963
287	0.04789009591
288	0.04782959611
289	0.04780843864
290	0.04777808013
291	0.04769360834
292	0.04766710623
293	0.04751346836
294	0.04749428849
295	0.04747164559
296	0.04740745583
297	0.04735288285
298	0.04721505871
299	0.04712381501
300	0.0470160212
301	0.0470046628
302	0.04683113513
303	0.04675090322
304	0.04670401685
305	0.04656579255
306	0.04640956397
307	0.04625978758
308	0.04614513629
309	0.0460505488
310	0.04601775788
311	0.04586024571
312	0.04576059514
313	0.04573439153
314	0.04572677763
315	0.0456176071
316	0.0455331382
317	0.04542340371
318	0.04539172331
319	0.04527502381
320	0.04523825415
321	0.04517934148
322	0.04513913153
323	0.04508395369
324	0.04500537824
325	0.04485805161
326	0.04477662969
327	0.0446609404
328	0.04460142676
329	0.04455652896
330	0.04444341123
331	0.04431894126
332	0.04425240136
333	0.04419281725
334	0.04409250177
335	0.04400403367
336	0.04389564705
337	0.04384463109
338	0.04377530852
339	0.04375630444
340	0.04369604187
341	0.04362662653
342	0.04356084973
343	0.04350040734
344	0.04343031378
345	0.04337268108
346	0.04333725507
347	0.04329049219
348	0.04320412931
349	0.04316164548
350	0.04309431157
351	0.0429909398
352	0.04295057804
353	0.04285724546
354	0.04280928508
355	0.04273973065
356	0.04261589311
357	0.0425195206
358	0.04241015889
359	0.04232285523
360	0.0422879537
361	0.04212830933
362	0.04208517595
363	0.04206321377
364	0.0420087356
365	0.04194293091
366	0.0418819414
367	0.041762166
368	0.04164395895
369	0.04155444373
370	0.04145160745
371	0.04142182346
372	0.04140321568
373	0.04129675981
374	0.04121385647
375	0.04112589914
376	0.04108075816
377	0.04101660688
378	0.04088357087
379	0.04074310357
380	0.04067514239
381	0.04061346335
382	0.04049518224
383	0.04041019079
384	0.04033679914
385	0.04022731
386	0.04014740778
387	0.04004181716
388	0.03999003562
389	0.03991173915
390	0.03986300211
391	0.03982401811
392	0.03978158115
393	0.03973894667
394	0.03966260759
395	0.03962268612
